Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
17443,Text,2006-01-02,Un faccioso más y algunos frailes menos,es,"Pérez Galdós, Benito, 1843-1920",Spain -- History -- 19th century -- Fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
17491,Text,2006-01-11,La Tribuna,es,"Pardo Bazán, Emilia, condesa de, 1852-1921","Spain -- Social life and customs -- Fiction; Political satire, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Politics; Browsing: Fiction
17974,Text,2006-03-13,"Filosofía Fundamental, Tomo III",es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,Browsing: Philosophy & Ethics
18005,Text,2006-03-16,Los pazos de Ulloa,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Clergy -- Fiction; Aristocracy (Social class) -- Fiction; Galicia (Spain : Region) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
18157,Text,2006-04-12,Fundación de la ciudad de Buenos-Aires,es,"Angelis, Pedro de, 1784-1859 [Compiler]","America -- Early accounts to 1600; Argentina -- History -- 1535-1617 -- Sources; Garay, Juan de, 1528?-1583; Buenos Aires (Argentina) -- History; Paraguay -- History -- To 1811 -- Sources",F2801,Argentina; Browsing: History - American; Browsing: History - General
18166,Text,2006-04-14,Amistad funesta: Novela,es,"Martí, José, 1853-1895","Fiction; Martí, José, 1853-1895",PQ,Browsing: Literature; Browsing: Fiction
18228,Text,2006-04-22,El Mandarín,es,"Queirós, Eça de, 1845-1900",Fiction,PQ,Browsing: Literature; Browsing: Fiction
18289,Text,2006-04-30,Diario de un viage a la costa de la mar Magallanica,es,"Lozano, Pedro, 1697-1752",Patagonia (Argentina and Chile) -- Description and travel; Argentina -- Discovery and exploration,F2801,Argentina; Browsing: History - General; Browsing: Travel & Geography
18580,Text,2006-06-14,Los favores del mundo,es,"Ruiz de Alarcón, Juan, 1580?-1639",Drama,PQ,Browsing: Literature
18600,Text,2006-06-16,Mi Ultimo Adiós,es,"Rizal, José, 1861-1896",Poetry,PQ,Browsing: Literature; Browsing: Poetry
18723,Text,2006-07-01,Proyecto de traslacion de las fronteras de Buenos Aires al Rio Negro y Colorado,es,"Undiano y Gastelu, Sebastian","Buenos Aires (Argentina : Province) -- Boundaries; Argentina -- Boundaries; Pampas (Argentina); Argentina -- Discovery and exploration; Negro River (Río Negro, Argentina); Cerro y Zamudio, José Santiago; Mountain passes -- Andes; Colorado River (Mendoza and Neuquén-Buenos Aires, Argentina)",F2801,Argentina; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
18783,Text,2006-07-08,Diario del viaje al rio Bermejo,es,"Morillo, Francisco",Bermejo River (Bolivia and Argentina) -- Discovery and exploration; Gran Chaco -- Discovery and exploration,F2801,Argentina; Browsing: History - American; Browsing: Travel & Geography
18784,Text,2006-07-08,Itinerario de Buenos Aires a Cordoba,es,"Sourryère de Souillac, José, 1750-1820",Argentina -- Discovery and exploration; Buenos Aires (Argentina : Province) -- Description and travel; Córdoba (Argentina : Province) -- Description and travel,F2801,Argentina; Browsing: History - American; Browsing: Travel & Geography
18798,Text,2006-07-09,"Memoria dirigida al Sr. Marquez de Loreto, Virey y Capitan General de las Provincias del Rio de La Plata",es,"Viedma, Francisco de, 1737-1809",Argentina -- History -- 1776-1810; Patagonia (Argentina and Chile) -- History,F2801,Argentina; Browsing: History - American; Browsing: History - General
19106,Text,2006-08-23,Reconocimiento del fuerte del Carmen del Rio Negro,es,"Cramer, Ambrosio","Negro River (Río Negro, Argentina); Carmen de Patagones (Argentina)",F2801,Argentina; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
19496,Text,2006-10-08,Diario de un reconocimiento de la guardia y fortines,es,"Azara, Félix de, 1742-1821",Buenos Aires (Argentina : Province) -- Description and travel; Argentina -- History -- To 1810,F2801,Argentina; Browsing: History - General; Browsing: Travel & Geography
19543,Text,2006-10-14,Memorias de un vigilante,es,"Alvarez, José S. (José Sixto), 1858-1903",Crime -- Argentina -- Buenos Aires; Criminals -- Argentina -- Buenos Aires,PQ,Browsing: Crime/Mystery; Browsing: Literature
19643,Text,2006-10-27,Actas capitulares desde el 21 hasta el 25 de mayo de 1810 en Buenos Aires,es,Anonymous,"Argentina -- History -- War of Independence, 1810-1817",F2801,Argentina; Browsing: History - American; Browsing: History - General
19847,Text,2006-11-17,Don Francisco de Quevedo: Drama en Cuatro Actos,es,"Sanz, Eulogio Florentino, 1822-1881; Rose, R. Selden (Robert Selden), 1888-1964 [Editor]","Quevedo, Francisco de, 1580-1645 -- Drama",PQ,Browsing: Literature
19898,Text,2006-11-23,La Edad de Oro: publicación mensual de recreo e instrucción dedicada a los niños de América.,es,"Martí, José, 1853-1895","Children's literature, Cuban -- Periodicals",PQ; PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature
20011,Text,2006-12-03,Pequeñeces,es,"Coloma, Luis, 1851-1915",Aristocracy (Social class) -- Spain -- 19th century -- Fiction; Spain -- Social conditions -- 1886-1939 -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
20029,Sound,2006-11-06,"Las Fábulas de Esopo, Vol. 02",es,"Townsend, George Fyler, 1814-1900; Aesop, 621? BCE-565? BCE; Rodríguez, Jorge R. [Translator]","Fables, Greek -- Translations into Spanish",PZ,Browsing: Language & Communication; Browsing: Literature
20099,Text,2006-12-14,"Historia de la célebre Reina de España Doña Juana, llamada vulgarmente, La Loca",es,Anonymous,"Juana, la Loca, Queen of Castile, 1479-1555; Queens -- Spain -- Castile -- Biography",DP,Browsing: Biographies; Browsing: History - European
20159,Text,2006-12-22,Catálogo Instructivo de las Colecciones Mineralógicas,es,"Hermitte, Enrique Martín, 1871-1955; Bodenbender, Guillermo, 1857-1941",Minerals -- Catalogs and collections,QE,Argentina; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - General; Browsing: Science - General
20401,Text,2007-01-20,Viage al Rio de La Plata y Paraguay,es,"Schmidel, Ulrich, 1505?-1581?","Paraguay -- History -- To 1811; America -- Early accounts to 1600; Mendoza, Pedro de, 1487?-1537; America -- Discovery and exploration -- Spanish; Indians of South America; Argentina -- History -- 1535-1617; Rio de la Plata (Argentina and Uruguay)",F2801; F2661,Argentina; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
20738,Text,2007-03-04,"Diccionario Ingles-Español-Tagalog
Con partes de la oracion y pronunciacion figurada",en; es; tl,"Calderón, Sofronio G., 1878-1954?",English language -- Dictionaries -- Spanish; English language -- Dictionaries -- Tagalog; English language -- Dictionaries -- Polyglot,PL,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication
20852,Text,2007-03-20,"Descripcion del rio Paraguay, desde la boca del Xauru hasta la confluencia del Parana",es,"Quiroga, José, 1707?-1784",Paraguay River,F2801,Argentina; Browsing: History - American; Browsing: Travel & Geography
20855,Text,2007-03-20,Estatuto de la L. F. (Liga Filipina),es,"Rizal, José, 1861-1896",Liga Filipina,DS,Browsing: History - General; Browsing: Politics
20930,Text,2007-03-29,Cosmografía,es,"Guillemin, Amédée, 1826-1893",Stars; Solar system,QB,Astronomy; Browsing: Science - Astronomy; Browsing: Science - General
21143,Sound,2007-04-27,"Las Fábulas de Esopo, Vol. 01",es,"Townsend, George Fyler, 1814-1900; Aesop, 621? BCE-565? BCE; Rodríguez, Jorge R. [Translator]","Fables, Greek -- Translations into Spanish",PZ,Browsing: Literature; Browsing: Other
21144,Sound,2007-04-27,"Las Fábulas de Esopo, Vol. 03",es,"Townsend, George Fyler, 1814-1900; Aesop, 621? BCE-565? BCE; Rodríguez, Jorge R. [Translator]","Fables, Greek -- Translations into Spanish",PZ,Browsing: Literature
21282,Text,2007-05-04,Tradiciones peruanas,es,"Palma, Ricardo, 1833-1919",Legends -- Peru; Peru -- History,F3401,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature
21651,Text,2007-05-31,Los muertos mandan,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction; Majorca (Spain) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
21831,Text,2007-06-14,Misericordia,es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
21906,Text,2007-06-23,Cádiz,es,"Pérez Galdós, Benito, 1843-1920","Spain. Cortes (1810-1813) -- Fiction; Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction; Cádiz (Spain) -- History -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
22065,Text,2007-07-13,An Elementary Spanish Reader,es,"Harrison, Earl Stanley, 1871-",Spanish language -- Readers,PC,Language Education; Children's Instructional Books; Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Teaching & Education
22092,Text,2007-07-17,Pasarse de listo,es,"Valera, Juan, 1824-1905",Fiction,PQ,Browsing: Fiction
22899,Text,2007-10-05,Ariel,es,"Rodó, José Enrique, 1871-1917",Democracy; Social ethics,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Politics
22909,Text,2007-10-07,La Novela de un Joven Pobre,es,"Feuillet, Octave, 1821-1890",Young men -- France -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
22975,Text,2007-10-12,La niña robada,es,"Conscience, Hendrik, 1812-1883",Fiction,PT,Browsing: Literature; Browsing: Fiction
23035,Text,2007-10-14,Quilito,es,"Ocantos, Carlos María, 1860-1949",Fiction,PQ,Browsing: Literature; Browsing: Fiction
23206,Text,2007-10-26,La moza de cántaro,es,"Vega, Lope de, 1562-1635; Stathers, Madison, 1877- [Editor]",Spanish drama,PQ,Browsing: Literature; Browsing: Fiction
23236,Text,2007-10-29,Mare nostrum,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
23239,Text,2007-10-29,La copa de Verlaine,es,"Carrere, Emilio, 1881-1947",Fiction,PQ,Browsing: Literature; Browsing: Fiction
23600,Text,2007-11-23,La gaviota,es,"Caballero, Fernán, 1796-1877",Spanish fiction -- 19th century; Women -- Spain -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
23617,Text,2007-11-25,"Memoria histórica, geográfica, política y éconómica sobre la provincia de Misiones de indios guaranís",es,"Doblas, Gonzalo de, 1744-1809",Jesuits -- Paraguay; Paraguay -- History -- To 1811; Guarani Indians,F2661,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: History - General
23957,Text,2007-12-21,Al primer vuelo,es,"Pereda, José María de, 1833-1906",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
24031,Text,2007-12-25,"El teatro por dentro
Autores, comediantes, escenas de la vida de bastidores, etc.",es,"Zamacois, Eduardo, 1873-1971",Actresses; Dramatists; Theater -- History,PQ,Browsing: Literature
24127,Text,2008-01-02,Peñas arriba,es,"Pereda, José María de, 1833-1906",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
24208,Text,2008-01-07,"La nao Santa María: memória de la Comisión arqueológica ejecutiva, 1892",es,"Spain. Comisión arqueológica ejecutiva; Fernández Duro, Cesáreo, 1830-1908 [Contributor]; Monleón y Torres, Rafael, 1835-1900 [Illustrator]","Columbus, Christopher, 1451-1506; Santa María (Ship : Replica); Sailing ships -- Spain; America -- Centennial celebrations, etc.",E011,Browsing: Archaeology; Browsing: History - American; Browsing: History - General
24250,Text,2008-01-11,Lecturas fáciles con ejercicios,es,"Wilkins, Lawrence A. (Lawrence Augustus), 1878-; Luria, Max Aaron, 1891-",Spanish language -- Readers; Spanish language -- Composition and exercises,PC,Browsing: Language & Communication; Browsing: Teaching & Education
24466,Text,2008-01-31,El intruso,es,"Blasco Ibáñez, Vicente, 1867-1928",Labor -- Spain -- Vizcaya -- History -- Fiction; Socialism -- Spain -- País Vasco -- History -- Fiction; Nationalism -- Spain -- País Vasco -- History -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Fiction
24536,Text,2008-02-06,Los cuatro jinetes del apocalipsis,es,"Blasco Ibáñez, Vicente, 1867-1928","World War, 1914-1918 -- Fiction; War stories; Spanish fiction",PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction
24601,Text,2008-02-13,El cuarto poder,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
24801,Text,2008-03-11,El prisionero de Zenda,es,"Hope, Anthony, 1863-1933",Impostors and imposture -- Fiction; Adventure stories; British -- Foreign countries -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
24802,Text,2008-03-11,Honor de artista,es,"Feuillet, Octave, 1821-1890",Fiction,PQ,Browsing: Literature; Browsing: Fiction
24823,Text,2008-03-13,Silas Marner,es,"Eliot, George, 1819-1880",England -- Social life and customs -- 19th century -- Fiction; England -- Fiction; Domestic fiction; Fathers and daughters -- Fiction; Adopted children -- Fiction; Foundlings -- Fiction; Weavers -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
24917,Text,2008-03-25,Heath's Modern Language Series: Mariucha,en; es,"Pérez Galdós, Benito, 1843-1920; Morley, S. Griswold (Sylvanus Griswold), 1878-1970 [Editor]",Comedies,PQ,Browsing: Literature; Browsing: Fiction
24925,Text,2008-03-27,Amar es vencer,es,"Caro, Madame P.",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
24988,Text,2008-04-04,Amaury,es,"Dumas, Alexandre, 1802-1870; Yarza, Florencio S. de [Translator]",Tuberculosis -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
25054,Text,2008-04-12,Adriana Zumarán (novela),es,"Leumann, Carlos Alberto, 1887-",Fiction,PQ,Browsing: Literature; Browsing: Fiction
25074,Text,2008-04-15,Novelas y cuentos,es,"Estébanez Calderón, Serafín, 1799-1867",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
25255,Text,2008-04-30,"Segunda parte de la crónica del Perú, que trata del señorio de los Incas Yupanquis y de sus grandes hechos y gobernacion",es,"Cieza de León, Pedro de, 1518-1554","Peru -- History -- Conquest, 1522-1548; Peru -- Description and travel -- Early works to 1800; Indians of South America -- Peru -- Social life and customs",F3401,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
25317,Text,2008-05-03,"La Argentina, o La conquista del Rio de La Plata. Poema histórico",es,"Barco Centenera, Martín del, 1535-; Angelis, Pedro de, 1784-1859 [Contributor]",America -- Early accounts to 1600; America -- Discovery and exploration -- Spanish -- Poetry; Argentina -- History -- 1535-1617 -- Poetry; Rio de la Plata Region (Argentina and Uruguay) -- History -- Poetry,PQ,Argentina; Browsing: History - General; Browsing: Literature; Browsing: Poetry; Browsing: Travel & Geography
25320,Text,2008-05-03,Paternidad,es,"Theuriet, André, 1833-1907; Pomés, Ramón [Translator]",Fiction,PQ,Browsing: Literature; Browsing: Fiction
25640,Text,2008-05-30,Los argonautas,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
25671,Text,2008-06-01,Bocetos californianos,es,"Harte, Bret, 1836-1902",Short stories; Western stories; California -- Social life and customs -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
25687,Text,2008-06-03,"Tres Comedias Modernas
en un acto y en prosa",es,"Morrison, Frederic William, 1873- [Editor]; Barranco, Mariano, 1850-; Cocat, Luis; Criado y Baca, Heliodoro, 1843-; Ramos Carrión, Miguel, 1848-1915",Comedies; Spanish drama,PQ,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
25705,Text,2008-06-05,"Suma y narracion de los Incas, que los indios llamaron Capaccuna, que fueron señores de la ciudad del Cuzco y de todo lo á ella subjeto",es,"Betanzos, Juan de, 1510-1576","Peru -- History -- Conquest, 1522-1548; Betanzos, Juan de, -1576; Incas -- History; Indians of South America -- Andes Region -- History",F3401,Browsing: History - American; Browsing: History - General
25777,Text,2008-06-13,El idilio de un enfermo,es,"Palacio Valdés, Armando, 1853-1938",Spanish fiction,PQ,Browsing: Literature; Browsing: Fiction
25807,Text,2008-06-16,Poemas,es,"Poe, Edgar Allan, 1809-1849; Darío, Rubén, 1867-1916 [Contributor]; Lasplaces, Alberto, 1887- [Translator]; Pérez Bonalde, Juan Antonio, 1846-1892 [Translator]; Torres, Carlos Arturo, 1867-1911 [Translator]",American poetry -- Translations into Spanish,PS,Browsing: Literature; Browsing: Poetry
